,,is_producer
Montenegro,Fodder crops,True
Montenegro,"Fruits, Other",True
Montenegro,Goats,True
Montenegro,Grapefruit and products,False
Montenegro,Grapes and products (excl wine),True
Montenegro,Grazing,True
Montenegro,Groundnut Cake,False
Montenegro,Groundnut Oil,False
Montenegro,Groundnuts,False
Montenegro,"Hard Fibres, Other",False
Montenegro,Hides and skins,True
Montenegro,Honey,True
Montenegro,Hops,False
Montenegro,Horses,False
Montenegro,Jute,False
Montenegro,Jute-Like Fibres,False
Montenegro,"Lemons, Limes and products",False
Montenegro,Maize Germ Oil,False
Montenegro,Maize and products,True
Montenegro,"Meat, Other",False
Montenegro,Milk - Excluding Butter,True
Montenegro,Millet and products,False
Montenegro,Mules,False
Montenegro,Mutton & Goat Meat,True
Montenegro,Nuts and products,True
Montenegro,Oats,True
Montenegro,"Offals, Edible",True
Montenegro,"Oil, palm fruit",False
Montenegro,"Oilcrops Oil, Other",False
Montenegro,"Oilcrops, Other",False
Montenegro,"Oilseed Cakes, Other",False
Montenegro,Olive Oil,True
Montenegro,Olives (including preserved),True
Montenegro,Onions,True
Montenegro,"Oranges, Mandarines",True
Montenegro,Palm Oil,False
Montenegro,Palm kernels,False
Montenegro,Palmkernel Cake,False
Montenegro,Palmkernel Oil,False
Montenegro,Peas,True
Montenegro,Pepper,False
Montenegro,Pigmeat,True
Montenegro,Pigs,True
Montenegro,Pimento,False
Montenegro,Pineapples and products,False
Montenegro,Plantains,False
Montenegro,Potatoes and products,True
Montenegro,Poultry Birds,True
Montenegro,Poultry Meat,True
Montenegro,"Pulses, Other and products",False
Montenegro,Rabbits and hares,False
Montenegro,Rape and Mustard Cake,False
Montenegro,Rape and Mustard Oil,False
Montenegro,Rape and Mustardseed,False
Montenegro,Rice and products,False
Montenegro,Ricebran Oil,False
Montenegro,"Rodents, other",False
Montenegro,"Roots, Other",False
Montenegro,Rubber,False
Montenegro,Rye and products,True
Montenegro,Seed cotton,False
Montenegro,Sesame seed,False
Montenegro,Sesameseed Cake,False
Montenegro,Sesameseed Oil,False
Montenegro,Sheep,True
Montenegro,Silk,False
Montenegro,Sisal,False
Montenegro,"Soft-Fibres, Other",False
Montenegro,Sorghum and products,False
Montenegro,Soyabean Cake,False
Montenegro,Soyabean Oil,False
Montenegro,Soyabeans,False
Montenegro,"Spices, Other",False
Montenegro,Sugar (Raw Equivalent),False
Montenegro,Sugar beet,False
Montenegro,Sugar cane,False
Montenegro,Sugar non-centrifugal,False
Montenegro,Sunflower seed,False
Montenegro,Sunflowerseed Cake,False
Montenegro,Sunflowerseed Oil,False
Montenegro,Sweet potatoes,False
Montenegro,"Sweeteners, Other",True
Montenegro,Tea (including mate),True
Montenegro,Tobacco,True
Montenegro,Tomatoes and products,True
Montenegro,"Vegetables, Other",True
Montenegro,Wheat and products,True
Montenegro,Wine,True
Montenegro,Wool (Clean Eq.),True
Montenegro,Yams,False
Morocco,Abaca,False
Morocco,"Alcohol, Non-Food",True
Morocco,Apples and products,True
Morocco,Asses,False
Morocco,Bananas,True
Morocco,Barley and products,True
Morocco,Beans,False
Morocco,Beer,True
Morocco,"Beverages, Alcoholic",True
Morocco,"Beverages, Fermented",False
Morocco,Bovine Meat,True
Morocco,Buffaloes,False
Morocco,"Butter, Ghee",True
Morocco,"Camelids, other",False
Morocco,Camels,True
Morocco,Cassava and products,False
Morocco,Cattle,True
Morocco,"Cereals, Other",True
Morocco,"Citrus, Other",True
Morocco,Cloves,False
Morocco,Cocoa Beans and products,False
Morocco,Coconut Oil,False
Morocco,Coconuts - Incl Copra,False
Morocco,Coffee and products,False
Morocco,Copra Cake,False
Morocco,Cotton lint,True
Morocco,Cottonseed,True
Morocco,Cottonseed Cake,True
Morocco,Cottonseed Oil,True
Morocco,Dates,True
Morocco,Eggs,True
Morocco,"Fats, Animals, Raw",True
Morocco,"Fish, Seafood",True
Morocco,Fodder crops,True
Morocco,"Fruits, Other",True
Morocco,Goats,True
Morocco,Grapefruit and products,True
Morocco,Grapes and products (excl wine),True
Morocco,Grazing,True
Morocco,Groundnut Cake,True
Morocco,Groundnut Oil,True
Morocco,Groundnuts,True
Morocco,"Hard Fibres, Other",False
Morocco,Hides and skins,True
Morocco,Honey,True
Morocco,Hops,False
Morocco,Horses,True
Morocco,Jute,False
Morocco,Jute-Like Fibres,False
Morocco,"Lemons, Limes and products",True
Morocco,Maize Germ Oil,True
Morocco,Maize and products,True
Morocco,"Meat, Other",True
Morocco,Milk - Excluding Butter,True
Morocco,Millet and products,True
Morocco,Mules,False
Morocco,Mutton & Goat Meat,True
Morocco,Nuts and products,True
Morocco,Oats,True
Morocco,"Offals, Edible",True
Morocco,"Oil, palm fruit",False
Morocco,"Oilcrops Oil, Other",True
Morocco,"Oilcrops, Other",True
Morocco,"Oilseed Cakes, Other",True
Morocco,Olive Oil,True
Morocco,Olives (including preserved),True
Morocco,Onions,True
Morocco,"Oranges, Mandarines",True
Morocco,Palm Oil,False
Morocco,Palm kernels,False
Morocco,Palmkernel Cake,False
Morocco,Palmkernel Oil,False
Morocco,Peas,True
Morocco,Pepper,False
Morocco,Pigmeat,True
Morocco,Pigs,True
Morocco,Pimento,True
Morocco,Pineapples and products,False
Morocco,Plantains,False
Morocco,Potatoes and products,True
Morocco,Poultry Birds,True
Morocco,Poultry Meat,True
Morocco,"Pulses, Other and products",True
Morocco,Rabbits and hares,False
Morocco,Rape and Mustard Cake,True
Morocco,Rape and Mustard Oil,True
Morocco,Rape and Mustardseed,True
Morocco,Rice and products,True
Morocco,Ricebran Oil,False
Morocco,"Rodents, other",False
Morocco,"Roots, Other",True
Morocco,Rubber,False
Morocco,Rye and products,True
Morocco,Seed cotton,True
Morocco,Sesame seed,True
Morocco,Sesameseed Cake,False
Morocco,Sesameseed Oil,False
Morocco,Sheep,True
Morocco,Silk,False
Morocco,Sisal,True
Morocco,"Soft-Fibres, Other",False
Morocco,Sorghum and products,True
Morocco,Soyabean Cake,True
Morocco,Soyabean Oil,True
Morocco,Soyabeans,True
Morocco,"Spices, Other",True
Morocco,Sugar (Raw Equivalent),True
Morocco,Sugar beet,True
Morocco,Sugar cane,True
Morocco,Sugar non-centrifugal,False
Morocco,Sunflower seed,True
Morocco,Sunflowerseed Cake,True
Morocco,Sunflowerseed Oil,True
Morocco,Sweet potatoes,True
Morocco,"Sweeteners, Other",True
Morocco,Tea (including mate),False
Morocco,Tobacco,True
Morocco,Tomatoes and products,True
Morocco,"Vegetables, Other",True
Morocco,Wheat and products,True
Morocco,Wine,True
Morocco,Wool (Clean Eq.),True
Morocco,Yams,False
Mozambique,Abaca,False
Mozambique,"Alcohol, Non-Food",False
Mozambique,Apples and products,False
Mozambique,Asses,False
Mozambique,Bananas,True
Mozambique,Barley and products,False
Mozambique,Beans,True
Mozambique,Beer,True
Mozambique,"Beverages, Alcoholic",True
Mozambique,"Beverages, Fermented",True
Mozambique,Bovine Meat,True
Mozambique,Buffaloes,False
Mozambique,"Butter, Ghee",False
Mozambique,"Camelids, other",False
Mozambique,Camels,False
Mozambique,Cassava and products,True
Mozambique,Cattle,True
Mozambique,"Cereals, Other",False
Mozambique,"Citrus, Other",False
Mozambique,Cloves,False
Mozambique,Cocoa Beans and products,False
Mozambique,Coconut Oil,True
Mozambique,Coconuts - Incl Copra,True
Mozambique,Coffee and products,True
Mozambique,Copra Cake,True
Mozambique,Cotton lint,True
Mozambique,Cottonseed,True
Mozambique,Cottonseed Cake,True
Mozambique,Cottonseed Oil,True
Mozambique,Dates,False
Mozambique,Eggs,True
Mozambique,"Fats, Animals, Raw",True
Mozambique,"Fish, Seafood",True
Mozambique,Fodder crops,False
Mozambique,"Fruits, Other",True
Mozambique,Goats,True
Mozambique,Grapefruit and products,True
Mozambique,Grapes and products (excl wine),False
Mozambique,Grazing,True
Mozambique,Groundnut Cake,True
Mozambique,Groundnut Oil,True
Mozambique,Groundnuts,True
Mozambique,"Hard Fibres, Other",False
Mozambique,Hides and skins,True
Mozambique,Honey,True
Mozambique,Hops,False
Mozambique,Horses,False
Mozambique,Jute,False
Mozambique,Jute-Like Fibres,True
Mozambique,"Lemons, Limes and products",True
Mozambique,Maize Germ Oil,True
Mozambique,Maize and products,True
Mozambique,"Meat, Other",False
Mozambique,Milk - Excluding Butter,True
Mozambique,Millet and products,True
Mozambique,Mules,False
Mozambique,Mutton & Goat Meat,True
Mozambique,Nuts and products,True
Mozambique,Oats,False
Mozambique,"Offals, Edible",True
Mozambique,"Oil, palm fruit",False
Mozambique,"Oilcrops Oil, Other",True
Mozambique,"Oilcrops, Other",True
Mozambique,"Oilseed Cakes, Other",True
Mozambique,Olive Oil,False
Mozambique,Olives (including preserved),False
Mozambique,Onions,True
Mozambique,"Oranges, Mandarines",True
Mozambique,Palm Oil,False
Mozambique,Palm kernels,False
Mozambique,Palmkernel Cake,False
Mozambique,Palmkernel Oil,False
Mozambique,Peas,False
Mozambique,Pepper,False
Mozambique,Pigmeat,True
Mozambique,Pigs,True
Mozambique,Pimento,False
Mozambique,Pineapples and products,True
Mozambique,Plantains,False
Mozambique,Potatoes and products,True
Mozambique,Poultry Birds,True
Mozambique,Poultry Meat,True
Mozambique,"Pulses, Other and products",True
Mozambique,Rabbits and hares,True
Mozambique,Rape and Mustard Cake,False
Mozambique,Rape and Mustard Oil,False
Mozambique,Rape and Mustardseed,False
Mozambique,Rice and products,True
Mozambique,Ricebran Oil,False
Mozambique,"Rodents, other",False
Mozambique,"Roots, Other",True
Mozambique,Rubber,False
Mozambique,Rye and products,False
Mozambique,Seed cotton,True
Mozambique,Sesame seed,True
Mozambique,Sesameseed Cake,True
Mozambique,Sesameseed Oil,True
Mozambique,Sheep,True
Mozambique,Silk,False
Mozambique,Sisal,True
Mozambique,"Soft-Fibres, Other",False
Mozambique,Sorghum and products,True
Mozambique,Soyabean Cake,False
Mozambique,Soyabean Oil,True
Mozambique,Soyabeans,True
Mozambique,"Spices, Other",False
Mozambique,Sugar (Raw Equivalent),True
Mozambique,Sugar beet,False
Mozambique,Sugar cane,True
Mozambique,Sugar non-centrifugal,False
Mozambique,Sunflower seed,True
Mozambique,Sunflowerseed Cake,True
Mozambique,Sunflowerseed Oil,True
Mozambique,Sweet potatoes,True
Mozambique,"Sweeteners, Other",True
Mozambique,Tea (including mate),True
Mozambique,Tobacco,True
Mozambique,Tomatoes and products,True
Mozambique,"Vegetables, Other",True
Mozambique,Wheat and products,True
Mozambique,Wine,False
Mozambique,Wool (Clean Eq.),False
Mozambique,Yams,False
Myanmar,Abaca,False
Myanmar,"Alcohol, Non-Food",True
Myanmar,Apples and products,False
Myanmar,Asses,False
Myanmar,Bananas,False
Myanmar,Barley and products,False
Myanmar,Beans,True
Myanmar,Beer,False
Myanmar,"Beverages, Alcoholic",True
Myanmar,"Beverages, Fermented",False
Myanmar,Bovine Meat,True
Myanmar,Buffaloes,True
Myanmar,"Butter, Ghee",True
Myanmar,"Camelids, other",False
Myanmar,Camels,False
Myanmar,Cassava and products,True
Myanmar,Cattle,True
Myanmar,"Cereals, Other",True
Myanmar,"Citrus, Other",False
Myanmar,Cloves,False
Myanmar,Cocoa Beans and products,False
Myanmar,Coconut Oil,False
Myanmar,Coconuts - Incl Copra,True
Myanmar,Coffee and products,True
Myanmar,Copra Cake,False
Myanmar,Cotton lint,True
Myanmar,Cottonseed,True
Myanmar,Cottonseed Cake,True
Myanmar,Cottonseed Oil,True
Myanmar,Dates,False
Myanmar,Eggs,True
Myanmar,"Fats, Animals, Raw",True
Myanmar,"Fish, Seafood",True
Myanmar,Fodder crops,False
Myanmar,"Fruits, Other",True
Myanmar,Goats,True
Myanmar,Grapefruit and products,False
Myanmar,Grapes and products (excl wine),False
Myanmar,Grazing,True
Myanmar,Groundnut Cake,True
Myanmar,Groundnut Oil,True
Myanmar,Groundnuts,True
Myanmar,"Hard Fibres, Other",True
Myanmar,Hides and skins,True
Myanmar,Honey,True
Myanmar,Hops,False
Myanmar,Horses,False
Myanmar,Jute,True
Myanmar,Jute-Like Fibres,True
Myanmar,"Lemons, Limes and products",False
Myanmar,Maize Germ Oil,False
Myanmar,Maize and products,True
Myanmar,"Meat, Other",False
Myanmar,Milk - Excluding Butter,True
Myanmar,Millet and products,True
Myanmar,Mules,False
Myanmar,Mutton & Goat Meat,True
Myanmar,Nuts and products,True
Myanmar,Oats,False
Myanmar,"Offals, Edible",True
Myanmar,"Oil, palm fruit",False
Myanmar,"Oilcrops Oil, Other",False
Myanmar,"Oilcrops, Other",True
Myanmar,"Oilseed Cakes, Other",False
Myanmar,Olive Oil,False
Myanmar,Olives (including preserved),False
Myanmar,Onions,True
Myanmar,"Oranges, Mandarines",False
Myanmar,Palm Oil,False
Myanmar,Palm kernels,False
Myanmar,Palmkernel Cake,False
Myanmar,Palmkernel Oil,False
Myanmar,Peas,True
Myanmar,Pepper,False
Myanmar,Pigmeat,True
Myanmar,Pigs,True
Myanmar,Pimento,True
Myanmar,Pineapples and products,False
Myanmar,Plantains,True
Myanmar,Potatoes and products,True
Myanmar,Poultry Birds,True
Myanmar,Poultry Meat,True
Myanmar,"Pulses, Other and products",True
Myanmar,Rabbits and hares,False
Myanmar,Rape and Mustard Cake,True
Myanmar,Rape and Mustard Oil,True
Myanmar,Rape and Mustardseed,True
Myanmar,Rice and products,True
Myanmar,Ricebran Oil,True
Myanmar,"Rodents, other",False
Myanmar,"Roots, Other",False
Myanmar,Rubber,True
Myanmar,Rye and products,False
Myanmar,Seed cotton,True
Myanmar,Sesame seed,True
Myanmar,Sesameseed Cake,True
Myanmar,Sesameseed Oil,True
Myanmar,Sheep,True
Myanmar,Silk,False
Myanmar,Sisal,False
Myanmar,"Soft-Fibres, Other",False
Myanmar,Sorghum and products,True
Myanmar,Soyabean Cake,True
Myanmar,Soyabean Oil,True
Myanmar,Soyabeans,True
Myanmar,"Spices, Other",True
Myanmar,Sugar (Raw Equivalent),True
Myanmar,Sugar beet,False
Myanmar,Sugar cane,True
Myanmar,Sugar non-centrifugal,True
Myanmar,Sunflower seed,True
Myanmar,Sunflowerseed Cake,True
Myanmar,Sunflowerseed Oil,True
Myanmar,Sweet potatoes,True
Myanmar,"Sweeteners, Other",True
Myanmar,Tea (including mate),True
Myanmar,Tobacco,True
Myanmar,Tomatoes and products,False
Myanmar,"Vegetables, Other",True
Myanmar,Wheat and products,True
Myanmar,Wine,False
Myanmar,Wool (Clean Eq.),True
Myanmar,Yams,False
Namibia,Abaca,False
Namibia,"Alcohol, Non-Food",False
Namibia,Apples and products,False
Namibia,Asses,False
Namibia,Bananas,False
Namibia,Barley and products,False
Namibia,Beans,True
Namibia,Beer,True
Namibia,"Beverages, Alcoholic",True
Namibia,"Beverages, Fermented",True
Namibia,Bovine Meat,True
Namibia,Buffaloes,False
Namibia,"Butter, Ghee",False
Namibia,"Camelids, other",False
Namibia,Camels,False
Namibia,Cassava and products,False
Namibia,Cattle,True
Namibia,"Cereals, Other",False
Namibia,"Citrus, Other",False
Namibia,Cloves,False
Namibia,Cocoa Beans and products,False
Namibia,Coconut Oil,False
Namibia,Coconuts - Incl Copra,False
Namibia,Coffee and products,False
Namibia,Copra Cake,False
Namibia,Cotton lint,False
Namibia,Cottonseed,False
Namibia,Cottonseed Cake,True
Namibia,Cottonseed Oil,True
Namibia,Dates,True
Namibia,Eggs,True
Namibia,"Fats, Animals, Raw",True
Namibia,"Fish, Seafood",True
Namibia,Fodder crops,False
Namibia,"Fruits, Other",True
Namibia,Goats,True
Namibia,Grapefruit and products,False
Namibia,Grapes and products (excl wine),True
Namibia,Grazing,True
Namibia,Groundnut Cake,False
Namibia,Groundnut Oil,False
Namibia,Groundnuts,True
Namibia,"Hard Fibres, Other",False
Namibia,Hides and skins,True
Namibia,Honey,False
Namibia,Hops,False
Namibia,Horses,True
Namibia,Jute,False
Namibia,Jute-Like Fibres,False
Namibia,"Lemons, Limes and products",False
Namibia,Maize Germ Oil,False
Namibia,Maize and products,True
Namibia,"Meat, Other",False
Namibia,Milk - Excluding Butter,True
Namibia,Millet and products,True
Namibia,Mules,False
Namibia,Mutton & Goat Meat,True
Namibia,Nuts and products,False
Namibia,Oats,False
Namibia,"Offals, Edible",True
Namibia,"Oil, palm fruit",False
Namibia,"Oilcrops Oil, Other",False
Namibia,"Oilcrops, Other",False
Namibia,"Oilseed Cakes, Other",False
Namibia,Olive Oil,False
Namibia,Olives (including preserved),False
Namibia,Onions,True
Namibia,"Oranges, Mandarines",True
Namibia,Palm Oil,False
Namibia,Palm kernels,False
Namibia,Palmkernel Cake,False
Namibia,Palmkernel Oil,False
Namibia,Peas,False
Namibia,Pepper,True
Namibia,Pigmeat,True
Namibia,Pigs,True
Namibia,Pimento,False
Namibia,Pineapples and products,False
Namibia,Plantains,False
Namibia,Potatoes and products,True
Namibia,Poultry Birds,True
Namibia,Poultry Meat,True
Namibia,"Pulses, Other and products",True
Namibia,Rabbits and hares,False
Namibia,Rape and Mustard Cake,False
Namibia,Rape and Mustard Oil,False
Namibia,Rape and Mustardseed,False
Namibia,Rice and products,False
Namibia,Ricebran Oil,False
Namibia,"Rodents, other",False
Namibia,"Roots, Other",True
Namibia,Rubber,False
Namibia,Rye and products,False
Namibia,Seed cotton,False
Namibia,Sesame seed,False
Namibia,Sesameseed Cake,False
Namibia,Sesameseed Oil,False
Namibia,Sheep,True
Namibia,Silk,False
Namibia,Sisal,False
Namibia,"Soft-Fibres, Other",False
Namibia,Sorghum and products,True
Namibia,Soyabean Cake,False
Namibia,Soyabean Oil,False
Namibia,Soyabeans,False
Namibia,"Spices, Other",False
Namibia,Sugar (Raw Equivalent),False
Namibia,Sugar beet,False
Namibia,Sugar cane,False
Namibia,Sugar non-centrifugal,False
Namibia,Sunflower seed,True
Namibia,Sunflowerseed Cake,True
Namibia,Sunflowerseed Oil,True
Namibia,Sweet potatoes,False
Namibia,"Sweeteners, Other",True
Namibia,Tea (including mate),False
Namibia,Tobacco,False
Namibia,Tomatoes and products,True
Namibia,"Vegetables, Other",True
Namibia,Wheat and products,True
Namibia,Wine,False
Namibia,Wool (Clean Eq.),True
Namibia,Yams,False
Nepal,Abaca,False
Nepal,"Alcohol, Non-Food",True
Nepal,Apples and products,True
Nepal,Asses,False
Nepal,Bananas,True
Nepal,Barley and products,True
Nepal,Beans,True
Nepal,Beer,True
Nepal,"Beverages, Alcoholic",True
Nepal,"Beverages, Fermented",False
Nepal,Bovine Meat,True
Nepal,Buffaloes,True
Nepal,"Butter, Ghee",True
Nepal,"Camelids, other",False
Nepal,Camels,False
Nepal,Cassava and products,False
Nepal,Cattle,True
Nepal,"Cereals, Other",True
Nepal,"Citrus, Other",True
Nepal,Cloves,False
Nepal,Cocoa Beans and products,False
Nepal,Coconut Oil,True
Nepal,Coconuts - Incl Copra,True
Nepal,Coffee and products,True
Nepal,Copra Cake,True
Nepal,Cotton lint,True
Nepal,Cottonseed,True
Nepal,Cottonseed Cake,True
Nepal,Cottonseed Oil,True
Nepal,Dates,False
Nepal,Eggs,True
Nepal,"Fats, Animals, Raw",True
Nepal,"Fish, Seafood",True
Nepal,Fodder crops,False
Nepal,"Fruits, Other",True
Nepal,Goats,True
Nepal,Grapefruit and products,False
Nepal,Grapes and products (excl wine),False
Nepal,Grazing,True
Nepal,Groundnut Cake,True
Nepal,Groundnut Oil,True
Nepal,Groundnuts,False
Nepal,"Hard Fibres, Other",False
Nepal,Hides and skins,True
Nepal,Honey,True
Nepal,Hops,False
Nepal,Horses,False
Nepal,Jute,True
Nepal,Jute-Like Fibres,False
Nepal,"Lemons, Limes and products",True
Nepal,Maize Germ Oil,False
Nepal,Maize and products,True
Nepal,"Meat, Other",False
Nepal,Milk - Excluding Butter,True
Nepal,Millet and products,True
Nepal,Mules,False
Nepal,Mutton & Goat Meat,True
Nepal,Nuts and products,True
Nepal,Oats,False
Nepal,"Offals, Edible",True
Nepal,"Oil, palm fruit",False
Nepal,"Oilcrops Oil, Other",True
Nepal,"Oilcrops, Other",True
Nepal,"Oilseed Cakes, Other",True
Nepal,Olive Oil,False
Nepal,Olives (including preserved),False
Nepal,Onions,False
Nepal,"Oranges, Mandarines",True
Nepal,Palm Oil,False
Nepal,Palm kernels,False
Nepal,Palmkernel Cake,False
Nepal,Palmkernel Oil,False
Nepal,Peas,False
Nepal,Pepper,False
Nepal,Pigmeat,True
Nepal,Pigs,True
Nepal,Pimento,True
Nepal,Pineapples and products,True
Nepal,Plantains,False
Nepal,Potatoes and products,True
Nepal,Poultry Birds,True
Nepal,Poultry Meat,True
Nepal,"Pulses, Other and products",True
Nepal,Rabbits and hares,False
Nepal,Rape and Mustard Cake,True
Nepal,Rape and Mustard Oil,True
Nepal,Rape and Mustardseed,True
Nepal,Rice and products,True
Nepal,Ricebran Oil,True
Nepal,"Rodents, other",False
Nepal,"Roots, Other",True
Nepal,Rubber,False
Nepal,Rye and products,False
Nepal,Seed cotton,True
Nepal,Sesame seed,False
Nepal,Sesameseed Cake,False
Nepal,Sesameseed Oil,False
Nepal,Sheep,True
Nepal,Silk,True
Nepal,Sisal,False
Nepal,"Soft-Fibres, Other",False
Nepal,Sorghum and products,False
Nepal,Soyabean Cake,True
Nepal,Soyabean Oil,True
Nepal,Soyabeans,True
Nepal,"Spices, Other",True
Nepal,Sugar (Raw Equivalent),True
Nepal,Sugar beet,False
Nepal,Sugar cane,True
Nepal,Sugar non-centrifugal,True
Nepal,Sunflower seed,False
Nepal,Sunflowerseed Cake,False
Nepal,Sunflowerseed Oil,False
Nepal,Sweet potatoes,False
Nepal,"Sweeteners, Other",True
Nepal,Tea (including mate),True
Nepal,Tobacco,True
Nepal,Tomatoes and products,False
Nepal,"Vegetables, Other",True
Nepal,Wheat and products,True
Nepal,Wine,False
Nepal,Wool (Clean Eq.),True
Nepal,Yams,False
Netherlands,Abaca,False
Netherlands,"Alcohol, Non-Food",False
Netherlands,Apples and products,True
Netherlands,Asses,True
Netherlands,Bananas,False
Netherlands,Barley and products,True
Netherlands,Beans,True
Netherlands,Beer,True
Netherlands,"Beverages, Alcoholic",True
Netherlands,"Beverages, Fermented",True
Netherlands,Bovine Meat,True
Netherlands,Buffaloes,False
Netherlands,"Butter, Ghee",True
Netherlands,"Camelids, other",False
Netherlands,Camels,True
Netherlands,Cassava and products,False
Netherlands,Cattle,True
Netherlands,"Cereals, Other",True
Netherlands,"Citrus, Other",False
Netherlands,Cloves,False
Netherlands,Cocoa Beans and products,False
Netherlands,Coconut Oil,False
Netherlands,Coconuts - Incl Copra,False
Netherlands,Coffee and products,False
Netherlands,Copra Cake,False
Netherlands,Cotton lint,False
Netherlands,Cottonseed,False
Netherlands,Cottonseed Cake,False
Netherlands,Cottonseed Oil,False
Netherlands,Dates,False
Netherlands,Eggs,True
Netherlands,"Fats, Animals, Raw",True
Netherlands,"Fish, Seafood",True
Netherlands,Fodder crops,True
Netherlands,"Fruits, Other",True
Netherlands,Goats,True
Netherlands,Grapefruit and products,False
Netherlands,Grapes and products (excl wine),True
Netherlands,Grazing,True
Netherlands,Groundnut Cake,True
Netherlands,Groundnut Oil,True
Netherlands,Groundnuts,False
Netherlands,"Hard Fibres, Other",False
Netherlands,Hides and skins,True
Netherlands,Honey,False
Netherlands,Hops,False
Netherlands,Horses,True
Netherlands,Jute,False
Netherlands,Jute-Like Fibres,False
Netherlands,"Lemons, Limes and products",False
Netherlands,Maize Germ Oil,False
Netherlands,Maize and products,True
Netherlands,"Meat, Other",False
Netherlands,Milk - Excluding Butter,True
Netherlands,Millet and products,False
Netherlands,Mules,False
Netherlands,Mutton & Goat Meat,True
Netherlands,Nuts and products,False
Netherlands,Oats,True
Netherlands,"Offals, Edible",True
Netherlands,"Oil, palm fruit",False
Netherlands,"Oilcrops Oil, Other",True
Netherlands,"Oilcrops, Other",True
Netherlands,"Oilseed Cakes, Other",True
Netherlands,Olive Oil,False
Netherlands,Olives (including preserved),False
Netherlands,Onions,True
Netherlands,"Oranges, Mandarines",False
Netherlands,Palm Oil,False
Netherlands,Palm kernels,False
Netherlands,Palmkernel Cake,False
Netherlands,Palmkernel Oil,False
Netherlands,Peas,True
Netherlands,Pepper,False
Netherlands,Pigmeat,True
Netherlands,Pigs,True
Netherlands,Pimento,False
Netherlands,Pineapples and products,False
Netherlands,Plantains,False
Netherlands,Potatoes and products,True
Netherlands,Poultry Birds,True
Netherlands,Poultry Meat,True
Netherlands,"Pulses, Other and products",True
Netherlands,Rabbits and hares,True
Netherlands,Rape and Mustard Cake,True
Netherlands,Rape and Mustard Oil,True
Netherlands,Rape and Mustardseed,True
Netherlands,Rice and products,False
Netherlands,Ricebran Oil,False
Netherlands,"Rodents, other",False
Netherlands,"Roots, Other",False
Netherlands,Rubber,False
Netherlands,Rye and products,True
Netherlands,Seed cotton,False
Netherlands,Sesame seed,False
Netherlands,Sesameseed Cake,True
Netherlands,Sesameseed Oil,True
Netherlands,Sheep,True
Netherlands,Silk,False
Netherlands,Sisal,False
Netherlands,"Soft-Fibres, Other",True
Netherlands,Sorghum and products,False
Netherlands,Soyabean Cake,True
Netherlands,Soyabean Oil,True
Netherlands,Soyabeans,False
Netherlands,"Spices, Other",True
Netherlands,Sugar (Raw Equivalent),True
Netherlands,Sugar beet,True
Netherlands,Sugar cane,False
Netherlands,Sugar non-centrifugal,False
Netherlands,Sunflower seed,False
Netherlands,Sunflowerseed Cake,True
Netherlands,Sunflowerseed Oil,True
Netherlands,Sweet potatoes,False
Netherlands,"Sweeteners, Other",True
Netherlands,Tea (including mate),True
Netherlands,Tobacco,False
Netherlands,Tomatoes and products,True
Netherlands,"Vegetables, Other",True
Netherlands,Wheat and products,True
Netherlands,Wine,False
Netherlands,Wool (Clean Eq.),True
Netherlands,Yams,False
Netherlands Antilles,Abaca,False
Netherlands Antilles,"Alcohol, Non-Food",False
Netherlands Antilles,Apples and products,False
Netherlands Antilles,Asses,False
Netherlands Antilles,Bananas,False
Netherlands Antilles,Barley and products,False
Netherlands Antilles,Beans,False
Netherlands Antilles,Beer,False
Netherlands Antilles,"Beverages, Alcoholic",False
Netherlands Antilles,"Beverages, Fermented",False
Netherlands Antilles,Bovine Meat,False
Netherlands Antilles,Buffaloes,False
Netherlands Antilles,"Butter, Ghee",False
Netherlands Antilles,"Camelids, other",False
Netherlands Antilles,Camels,False
Netherlands Antilles,Cassava and products,False
Netherlands Antilles,Cattle,False
Netherlands Antilles,"Cereals, Other",False
Netherlands Antilles,"Citrus, Other",False
Netherlands Antilles,Cloves,False
Netherlands Antilles,Cocoa Beans and products,False
Netherlands Antilles,Coconut Oil,False
Netherlands Antilles,Coconuts - Incl Copra,False
Netherlands Antilles,Coffee and products,False
Netherlands Antilles,Copra Cake,False
Netherlands Antilles,Cotton lint,False
Netherlands Antilles,Cottonseed,False
Netherlands Antilles,Cottonseed Cake,False
Netherlands Antilles,Cottonseed Oil,False
Netherlands Antilles,Dates,False
Netherlands Antilles,Eggs,False
Netherlands Antilles,"Fats, Animals, Raw",False
Netherlands Antilles,"Fish, Seafood",False
Netherlands Antilles,Fodder crops,False
Netherlands Antilles,"Fruits, Other",False
Netherlands Antilles,Goats,False
Netherlands Antilles,Grapefruit and products,False
Netherlands Antilles,Grapes and products (excl wine),False
Netherlands Antilles,Grazing,False
Netherlands Antilles,Groundnut Cake,False
Netherlands Antilles,Groundnut Oil,False
Netherlands Antilles,Groundnuts,False
Netherlands Antilles,"Hard Fibres, Other",False
Netherlands Antilles,Hides and skins,False
Netherlands Antilles,Honey,False
Netherlands Antilles,Hops,False
Netherlands Antilles,Horses,False
Netherlands Antilles,Jute,False
Netherlands Antilles,Jute-Like Fibres,False
Netherlands Antilles,"Lemons, Limes and products",False
Netherlands Antilles,Maize Germ Oil,False
Netherlands Antilles,Maize and products,False
Netherlands Antilles,"Meat, Other",False
